CanalID,Nome_Canal,Plataforma,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao
1551,Chatbot,Five9,"2023-03-14 00:00:00","2024-06-09 00:00:00","Maggy Abreu","Rudyard Dias"
1552,Chat,SproutSocial,"2021-04-08 00:00:00","2024-11-16 00:00:00","Dexter da Silva","Camille Lopes"
1553,Telegram,Five9,"2024-03-27 00:00:00","2024-01-05 00:00:00","Violet Trindade","Nina Franca"
1554,E-mail,Five9,"2023-04-29 00:00:00","2025-02-24 00:00:00","Edward Rodrigues","Michael Sousa"
1555,SMS,Drift,"2022-03-30 00:00:00","2024-12-08 00:00:00","Penelope Maia","Aimee Martins"
1556,Telegram,Freshdesk,"2022-08-27 00:00:00","2024-02-10 00:00:00","Erich de Jesus","Finn de Castro"
1557,Chatbot,Drift,"2023-03-21 00:00:00","2024-04-21 00:00:00","Jordan de Brito","Kitra dos Anjos"
1558,E-mail,Intercom,"2021-03-31 00:00:00","2025-04-10 00:00:00","Chancellor Trindade","Kristen Batista"
1559,Chatbot,Drift,"2022-12-13 00:00:00","2025-06-04 00:00:00","Justina dos Santos","Cruz Castro"
1560,RedesSociais,Drift,"2023-02-18 00:00:00","2025-03-31 00:00:00","Alma de Melo","Edan Pinheiro"
1561,Chatbot,SproutSocial,"2022-04-28 00:00:00","2025-06-17 00:00:00","Hashim Fagundes","Kylan Galdino"
1562,RedesSociais,SalesforeceServiceNow,"2021-06-18 00:00:00","2024-09-07 00:00:00","Desiree Mendonca","Jeremy da Silva"
1563,Telefone,Freshdesk,"2023-03-07 00:00:00","2025-01-23 00:00:00","Declan de Castro","Randall do Nascimento"
1564,Telefone,Zendesk,"2023-09-09 00:00:00","2024-07-17 00:00:00","Noah de Carvalho","Steven Camargo"
1565,Telegram,Intercom,"2022-01-22 00:00:00","2024-06-05 00:00:00","Jillian Das Gracas","Salvador Coutinho"
1566,Telegram,SproutSocial,"2021-03-08 00:00:00","2025-03-17 00:00:00","Fleur de Abreu","Cyrus Matias"
1567,Chatbot,Ticketing,"2022-09-02 00:00:00","2024-12-29 00:00:00","Adena Barboza","Ifeoma Azevedo"
1568,Chatbot,LiveChat,"2020-10-04 00:00:00","2025-04-08 00:00:00","Raphael Cavalcante","Garrett Cordeiro"
1569,Telegram,Intercom,"2022-12-15 00:00:00","2025-07-03 00:00:00","Sean da Rocha","Travis Faria"
1570,WhatsApp,Intercom,"2023-10-31 00:00:00","2025-07-16 00:00:00","Maxine Carneiro","Boris de Andrade"
1571,Chat,Intercom,"2021-12-10 00:00:00","2023-10-09 00:00:00","Chloe Bueno","Kuame Moraes"
1572,Chat,Drift,"2023-01-07 00:00:00","2025-04-28 00:00:00","Christen Amorim","Daniel Freitas"
1573,RedesSociais,Zendesk,"2023-03-08 00:00:00","2023-09-28 00:00:00","Amethyst da Cunha","Rogan Cunha"
1574,RedesSociais,LiveChat,"2023-04-04 00:00:00","2023-10-18 00:00:00","Benjamin Matos","Tatum da Conceiçao"
1575,Chat,Intercom,"2020-11-20 00:00:00","2025-08-24 00:00:00","Moses dos Reis","Yolanda de Abreu"
1576,Telefone,Five9,"2021-05-01 00:00:00","2025-01-16 00:00:00","Mikayla da Cruz","Indira Melo"
1577,E-mail,Ticketing,"2022-04-28 00:00:00","2023-11-17 00:00:00","Ali Sampaio","Amethyst Mota"
1578,SMS,Five9,"2023-05-08 00:00:00","2024-07-18 00:00:00","Keegan Monteiro","Michelle Diniz"
1579,Chat,SproutSocial,"2021-01-26 00:00:00","2024-05-08 00:00:00","Karen de Melo","Carly Xavier"
1580,Telefone,Ticketing,"2022-07-05 00:00:00","2024-10-18 00:00:00","Shad Cabral","Phelan Reis"
1581,Telegram,Five9,"2022-03-10 00:00:00","2024-12-23 00:00:00","Daquan Das Neves","Phillip da Luz"
1582,SMS,LiveChat,"2022-05-11 00:00:00","2024-02-03 00:00:00","Castor Queiroz","Leah Fagundes"
1583,E-mail,Five9,"2020-07-18 00:00:00","2023-10-31 00:00:00","Ivy de Almeida","Ivana Torres"
1584,RedesSociais,Intercom,"2020-05-10 00:00:00","2024-04-07 00:00:00","Xaviera Castro","Felix de Araujo"
1585,Telegram,Drift,"2021-08-19 00:00:00","2024-03-13 00:00:00","Moses Martins","Allistair Henrique"
1586,Telefone,Freshdesk,"2022-10-01 00:00:00","2025-09-05 00:00:00","Clark Matias","Oliver Maciel"
1587,Telegram,Zendesk,"2022-06-08 00:00:00","2024-08-24 00:00:00","Wylie Das Chagas","Dorothy de Abreu"
1588,RedesSociais,HootSuite,"2020-01-18 00:00:00","2024-04-16 00:00:00","Amber Pinheiro","Chadwick Muniz"
1589,RedesSociais,Freshdesk,"2022-11-17 00:00:00","2024-12-02 00:00:00","Ori Matias","Howard Lemos"
1590,SMS,SproutSocial,"2023-01-24 00:00:00","2023-12-15 00:00:00","Raja Maciel","Scarlet Ramos"
1591,E-mail,LiveChat,"2020-05-17 00:00:00","2025-05-15 00:00:00","Ethan da Silva","Berk Das Dores"
1592,RedesSociais,SalesforeceServiceNow,"2024-02-03 00:00:00","2025-03-06 00:00:00","MacKenzie Amorim","Nyssa da Costa"
1593,E-mail,Intercom,"2021-07-02 00:00:00","2024-04-27 00:00:00","Burke Ferraz","Craig Batista"
1594,RedesSociais,Intercom,"2021-06-18 00:00:00","2024-07-13 00:00:00","Aquila Simoes","Jasmine Medeiros"
1595,E-mail,Five9,"2024-01-04 00:00:00","2024-09-27 00:00:00","Plato Messias","Forrest Brandao"
1596,SMS,HootSuite,"2023-12-02 00:00:00","2025-03-07 00:00:00","Kibo Neves","Hall Guedes"
1597,Telefone,LiveChat,"2021-11-28 00:00:00","2024-09-07 00:00:00","Ava Amaral","Grady de Lima"
1598,RedesSociais,HootSuite,"2023-07-16 00:00:00","2025-03-19 00:00:00","Kane Pereira","Walter Sampaio"
1599,Telefone,SproutSocial,"2020-09-14 00:00:00","2024-06-12 00:00:00","Wynter de Lourdes","Jorden de Azevedo"
1600,Telegram,SalesforeceServiceNow,"2024-02-14 00:00:00","2023-11-01 00:00:00","Hedda Ribeiro","Genevieve Amorim"
1601,Chat,Freshdesk,"2023-07-31 00:00:00","2025-08-28 00:00:00","Maya Pacheco","Uriel de Melo"
1602,Chatbot,LiveChat,"2020-10-23 00:00:00","2023-11-30 00:00:00","Lacy Garcia","Wayne de Brito"
1603,Chatbot,Zendesk,"2022-04-09 00:00:00","2025-08-18 00:00:00","Hammett Pacheco","Suki Cavalcante"
1604,Chatbot,Freshdesk,"2021-04-10 00:00:00","2024-05-19 00:00:00","Hall Almeida","Hashim Das Dores"
1605,SMS,SalesforeceServiceNow,"2022-07-31 00:00:00","2025-01-07 00:00:00","Melanie Sántos","Hayes de Matos"
1606,Telefone,Drift,"2020-05-19 00:00:00","2024-09-29 00:00:00","Tobias de Azevedo","Megan Franca"
1607,Telegram,Freshdesk,"2020-10-27 00:00:00","2025-09-07 00:00:00","Zenia Correa","Clarke Pacheco"
1608,Telegram,SproutSocial,"2021-03-07 00:00:00","2023-11-11 00:00:00","Dennis da Cunha","Chiquita Antunes"
1609,Telegram,Intercom,"2023-03-06 00:00:00","2024-08-22 00:00:00","Tate Medeiros","Dana Inacio"
1610,WhatsApp,Intercom,"2023-06-05 00:00:00","2025-06-27 00:00:00","Lunea Mendonca","Gemma de Assis"
1611,Chatbot,Intercom,"2021-11-18 00:00:00","2024-06-06 00:00:00","Jarrod de Jesus","Hope Pacheco"
1612,Telegram,Zendesk,"2020-12-07 00:00:00","2024-11-02 00:00:00","Angelica Sales","Quyn Carvalho"
1613,Telegram,SalesforeceServiceNow,"2020-07-15 00:00:00","2025-03-26 00:00:00","Wyoming Ribeiro","Cody Henrique"
1614,Chat,HootSuite,"2021-05-21 00:00:00","2024-07-11 00:00:00","Matthew Matos","Yardley Leite"
1615,Chat,Five9,"2020-05-28 00:00:00","2025-03-24 00:00:00","Phillip Paulino","Connor Chaves"
1616,Telefone,Freshdesk,"2021-03-03 00:00:00","2025-01-06 00:00:00","Kirestin Duarte","Declan Inacio"
1617,Chat,HootSuite,"2023-09-06 00:00:00","2024-05-04 00:00:00","Ingrid Moura","Sophia Almeida"
1618,E-mail,LiveChat,"2021-09-21 00:00:00","2024-05-16 00:00:00","Kalia Figueiredo","Judith Cordeiro"
1619,E-mail,Zendesk,"2021-12-25 00:00:00","2024-09-27 00:00:00","Aretha da Cunha","Libby Oliveira"
1620,Telegram,Five9,"2020-07-20 00:00:00","2025-06-04 00:00:00","Amal Marques","Uriah Tavares"
1621,Telefone,Freshdesk,"2020-10-18 00:00:00","2024-09-30 00:00:00","Gemma Fernandes","Lamar Carneiro"
1622,SMS,Freshdesk,"2021-12-09 00:00:00","2025-04-09 00:00:00","Vivien Amaral","Hilary Lemos"
1623,RedesSociais,Freshdesk,"2022-05-14 00:00:00","2025-04-06 00:00:00","Hilda de Brito","Geoffrey Melo"
1624,WhatsApp,SproutSocial,"2021-03-24 00:00:00","2025-06-29 00:00:00","Jamal Messias","Geraldine Vasconcelos"
1625,SMS,Zendesk,"2021-02-24 00:00:00","2024-08-25 00:00:00","Kiara Pereira","Edan Araujo"
1626,Telefone,Zendesk,"2020-06-15 00:00:00","2025-08-05 00:00:00","Rebekah Andrade","Hyacinth Camargo"
1627,Chatbot,SalesforeceServiceNow,"2024-04-27 00:00:00","2024-11-17 00:00:00","Lucy Dias","Cairo Sampaio"
1628,RedesSociais,Ticketing,"2020-08-05 00:00:00","2024-10-02 00:00:00","Quin Reis","Patricia Custodio"
1629,Chatbot,Five9,"2021-10-22 00:00:00","2025-07-29 00:00:00","Carson da Rosa","Hoyt Braga"
1630,RedesSociais,Zendesk,"2020-11-16 00:00:00","2025-09-16 00:00:00","Tate Silva","Cara Braga"
1631,App,Zendesk,"2022-04-01 00:00:00","2024-09-05 00:00:00","Erich Lima","Justin Medeiros"
1632,WhatsApp,LiveChat,"2022-10-02 00:00:00","2023-10-07 00:00:00","Daryl da Rocha","Colleen Braga"
1633,WhatsApp,HootSuite,"2024-01-01 00:00:00","2025-06-16 00:00:00","Prescott de Melo","Aspen do Carmo"
1634,Chat,Freshdesk,"2023-06-14 00:00:00","2024-09-13 00:00:00","Reed Paiva","Chadwick Gomes"
1635,Chat,Drift,"2020-07-25 00:00:00","2024-06-03 00:00:00","Howard dos Anjos","Orson Menezes"
1636,Telegram,Zendesk,"2021-07-25 00:00:00","2023-10-22 00:00:00","Brendan Dias","Brenna Caetano"
1637,Chat,Zendesk,"2022-06-21 00:00:00","2024-06-29 00:00:00","Ira Fagundes","Thane Brandao"
1638,Telefone,Intercom,"2023-07-02 00:00:00","2024-10-27 00:00:00","Silas Cunha","Piper Dutra"
1639,RedesSociais,Intercom,"2021-08-12 00:00:00","2024-09-06 00:00:00","Rigel Ferraz","Naomi Lima"
1640,Chatbot,Ticketing,"2023-10-18 00:00:00","2023-11-10 00:00:00","Jonah Melo","Brennan Maia"
1641,RedesSociais,Five9,"2022-04-12 00:00:00","2024-09-10 00:00:00","Dorothy da Silveira","Iona Cardoso"
1642,Telefone,Five9,"2024-05-03 00:00:00","2024-10-12 00:00:00","Callie Simoes","Lucian Xavier"
1643,App,Zendesk,"2022-03-15 00:00:00","2024-01-29 00:00:00","Linda Evangelista","Keith da Silva"
1644,Telegram,HootSuite,"2022-01-11 00:00:00","2024-12-12 00:00:00","Aline Pacheco","Heidi Rezende"
1645,Chat,HootSuite,"2022-09-11 00:00:00","2025-01-25 00:00:00","Stephanie Queiroz","Simon Dias"
1646,SMS,Intercom,"2021-08-21 00:00:00","2024-04-13 00:00:00","Donovan Rodrigues","Damon dos Anjos"
1647,RedesSociais,SalesforeceServiceNow,"2022-12-18 00:00:00","2024-03-16 00:00:00","Vincent Martins","Jescie Freire"
1648,SMS,Drift,"2024-01-28 00:00:00","2023-10-25 00:00:00","Calista Almeida","Kasper de Matos"
1649,Telegram,Zendesk,"2024-07-14 00:00:00","2023-11-12 00:00:00","Jane Pinheiro","Odysseus Brito"
1650,RedesSociais,HootSuite,"2022-04-07 00:00:00","2025-08-07 00:00:00","Kato de Lourdes","Odette Teles"
1651,E-mail,LiveChat,"2021-07-10 00:00:00","2024-12-10 00:00:00","Martin Dantas","Josiah da Costa"
1652,Chat,SalesforeceServiceNow,"2024-01-30 00:00:00","2024-08-19 00:00:00","Chiquita dos Santos","Addison Fagundes"
1653,Chat,SproutSocial,"2022-02-28 00:00:00","2024-10-10 00:00:00","Carolyn Rodrigues","Rhiannon Amorim"
1654,App,Five9,"2022-07-29 00:00:00","2025-06-02 00:00:00","Merrill de Melo","Edan Galdino"
1655,Telefone,Freshdesk,"2022-03-28 00:00:00","2025-03-28 00:00:00","Mara Carneiro","Wayne da Cunha"
1656,SMS,Intercom,"2021-09-14 00:00:00","2024-07-01 00:00:00","Hanae Chagas","David Duarte"
1657,SMS,Intercom,"2021-07-30 00:00:00","2023-12-08 00:00:00","Uta Alves","Jennifer Santana"
1658,Telegram,Zendesk,"2020-03-11 00:00:00","2025-04-04 00:00:00","Fleur Barbosa","Henry Duarte"
1659,Telegram,Ticketing,"2020-06-08 00:00:00","2024-09-07 00:00:00","Benedict Batista","Indira Domingos"
1660,SMS,Ticketing,"2021-07-13 00:00:00","2025-03-08 00:00:00","Denton Silveira","Channing Barros"
1661,App,SalesforeceServiceNow,"2020-01-24 00:00:00","2023-12-30 00:00:00","Vance Das Gracas","MacKenzie Cavalcante"
1662,Chatbot,HootSuite,"2024-06-26 00:00:00","2024-09-12 00:00:00","Timon Braga","Hyatt da Cunha"
1663,App,Freshdesk,"2022-12-15 00:00:00","2024-10-07 00:00:00","Violet Bueno","Bell Santana"
1664,Telefone,Five9,"2022-01-26 00:00:00","2025-06-04 00:00:00","Kiona Sousa","Jack Barboza"
1665,Telefone,Zendesk,"2024-07-29 00:00:00","2023-10-11 00:00:00","Joseph de Abreu","Aidan Freire"
1666,Telegram,Ticketing,"2023-05-11 00:00:00","2025-05-19 00:00:00","Dennis Maciel","Rina de Lima"
1667,Chatbot,HootSuite,"2020-03-03 00:00:00","2024-09-10 00:00:00","Reed de Oliveira","Ferdinand Sántos"
1668,SMS,HootSuite,"2022-08-22 00:00:00","2024-04-08 00:00:00","Demetria Matias","Cherokee de Fatima"
1669,SMS,SalesforeceServiceNow,"2021-09-24 00:00:00","2024-05-03 00:00:00","Germaine Araujo","Aspen Costa"
1670,RedesSociais,Zendesk,"2022-09-01 00:00:00","2023-11-24 00:00:00","Leslie de Jesus","Irene de Morais"
1671,Telegram,Ticketing,"2021-04-26 00:00:00","2025-05-11 00:00:00","Omar Santana","Emery Simoes"
1672,Chat,SproutSocial,"2021-01-11 00:00:00","2025-03-08 00:00:00","Germane de Souza","Sydney de Lourdes"
1673,RedesSociais,SproutSocial,"2022-06-19 00:00:00","2025-04-29 00:00:00","Buckminster da Conceiçao","Neve Bastos"
1674,Telefone,SalesforeceServiceNow,"2020-11-25 00:00:00","2023-10-24 00:00:00","Aristotle Morais","Keegan Henrique"
1675,WhatsApp,Five9,"2024-07-07 00:00:00","2025-03-17 00:00:00","Alexis Cabral","Odessa de Brito"
1676,App,Intercom,"2024-06-16 00:00:00","2024-04-03 00:00:00","Cruz Antunes","Adele Araujo"
1677,App,SproutSocial,"2024-04-09 00:00:00","2024-01-23 00:00:00","Xantha Nunes","Jason Bastos"
1678,App,SalesforeceServiceNow,"2021-07-02 00:00:00","2024-12-29 00:00:00","Jemima Chaves","Candace da Rocha"
1679,Telegram,Five9,"2020-01-23 00:00:00","2025-07-25 00:00:00","Asher Das Chagas","Ross dos Reis"
1680,Chatbot,Intercom,"2023-10-19 00:00:00","2024-11-22 00:00:00","Ariana Correa","Hermione Lemos"
1681,E-mail,Intercom,"2021-08-16 00:00:00","2025-08-12 00:00:00","Ralph Viana","Elizabeth Rocha"
1682,SMS,Freshdesk,"2020-06-03 00:00:00","2024-03-16 00:00:00","Brennan Pires","Marsden Mota"
1683,Chatbot,HootSuite,"2021-04-21 00:00:00","2024-03-11 00:00:00","Quintessa Mota","Jana Santana"
1684,Telefone,Freshdesk,"2022-06-04 00:00:00","2025-01-03 00:00:00","Freya Bastos","Pamela Camargo"
1685,Telegram,HootSuite,"2024-06-25 00:00:00","2023-10-19 00:00:00","Barbara Castro","Kasimir de Azevedo"
1686,E-mail,Drift,"2021-08-30 00:00:00","2025-01-27 00:00:00","Amal Correa","Steven Das Neves"
1687,Chatbot,Freshdesk,"2021-02-20 00:00:00","2024-01-18 00:00:00","Lysandra Antunes","Sopoline Antunes"
1688,Telefone,SalesforeceServiceNow,"2024-06-28 00:00:00","2023-11-19 00:00:00","Channing Melo","Vaughan Bastos"
1689,App,SproutSocial,"2024-05-14 00:00:00","2024-05-05 00:00:00","Cain Leal","Wade Matos"
1690,Chatbot,Freshdesk,"2024-07-22 00:00:00","2025-05-28 00:00:00","Buckminster Batista","Quyn de Matos"
1691,SMS,Intercom,"2021-02-16 00:00:00","2025-06-01 00:00:00","Thor Brito","Mia Diniz"
1692,Telefone,Five9,"2024-02-15 00:00:00","2025-01-09 00:00:00","Stone Nonato","Xenos Figueiredo"
1693,Chat,LiveChat,"2021-11-02 00:00:00","2025-05-05 00:00:00","Kuame de Castro","Aretha da Cunha"
1694,RedesSociais,HootSuite,"2020-04-10 00:00:00","2024-09-25 00:00:00","Brianna Carneiro","Jolene Batista"
1695,Chatbot,LiveChat,"2023-09-10 00:00:00","2025-07-16 00:00:00","Robin de Araujo","Damian Camargo"
1696,RedesSociais,Five9,"2021-12-12 00:00:00","2023-11-13 00:00:00","Aurelia de Fatima","Lane Maciel"
1697,Telefone,SalesforeceServiceNow,"2020-04-13 00:00:00","2023-12-11 00:00:00","Hector Gonçalves","Nathan Siqueira"
1698,SMS,Ticketing,"2020-07-20 00:00:00","2025-08-18 00:00:00","Simon Caetano","Alice Guedes"
1699,Telefone,Freshdesk,"2023-02-26 00:00:00","2024-02-04 00:00:00","Jaime Marques","Virginia da Rocha"
1700,Telegram,LiveChat,"2021-12-09 00:00:00","2025-08-28 00:00:00","Gil Gomes","Melodie Bento"
1701,Telefone,Zendesk,"2021-05-09 00:00:00","2025-06-21 00:00:00","Ava Bispo","Myles Rosa"
1702,Chat,SalesforeceServiceNow,"2021-04-24 00:00:00","2024-04-14 00:00:00","Ross Farias","Reece Candido"
1703,Telegram,SproutSocial,"2023-08-02 00:00:00","2024-07-05 00:00:00","Gail Queiroz","Price de Moraes"
1704,WhatsApp,Five9,"2020-05-14 00:00:00","2025-03-02 00:00:00","Sophia Soares","Gannon Araujo"
1705,RedesSociais,SproutSocial,"2020-01-23 00:00:00","2023-11-21 00:00:00","Sylvia Messias","Aaron Coutinho"
1706,RedesSociais,SproutSocial,"2022-07-08 00:00:00","2025-09-18 00:00:00","Remedios Abreu","Odysseus Domingues"
1707,RedesSociais,Five9,"2022-08-31 00:00:00","2025-05-08 00:00:00","Brady Lemos","Hyacinth Macedo"
1708,Chat,Zendesk,"2020-02-08 00:00:00","2024-10-20 00:00:00","Cailin Maciel","Dante Queiroz"
1709,SMS,Freshdesk,"2021-10-07 00:00:00","2024-02-11 00:00:00","Joshua Ferreira","Tanisha Barreto"
1710,SMS,Five9,"2021-03-04 00:00:00","2025-02-23 00:00:00","Zephania Miranda","Aspen Costa"
1711,E-mail,Drift,"2021-03-26 00:00:00","2024-09-11 00:00:00","Hyatt Marinho","Nash da Rosa"
1712,RedesSociais,SalesforeceServiceNow,"2020-10-23 00:00:00","2024-12-26 00:00:00","Robert da Cunha","Finn Mota"
1713,Telegram,Drift,"2020-07-27 00:00:00","2025-05-17 00:00:00","Linus Pinto","Kennedy Franco"
1714,Chatbot,Five9,"2021-08-16 00:00:00","2024-10-30 00:00:00","Donna Paiva","Shaine Paiva"
1715,SMS,Ticketing,"2022-05-01 00:00:00","2023-11-09 00:00:00","Erasmus da Silva","Jescie Lopes"
1716,SMS,Zendesk,"2024-03-21 00:00:00","2025-04-09 00:00:00","Ashton da Cruz","Armand Simoes"
1717,SMS,Freshdesk,"2020-05-11 00:00:00","2024-08-06 00:00:00","Leroy Campos","Allistair Rosa"
1718,RedesSociais,Five9,"2020-05-07 00:00:00","2025-05-28 00:00:00","Blossom Correia","Berk Cavalcante"
1719,Chat,SproutSocial,"2023-04-01 00:00:00","2025-02-11 00:00:00","Stuart Muniz","Diana de Almeida"
1720,Chat,LiveChat,"2023-11-19 00:00:00","2024-10-17 00:00:00","Amos Castro","Zelda Xavier"
1721,Chat,Zendesk,"2022-09-10 00:00:00","2025-08-31 00:00:00","Hamilton Paulino","Allegra Guimaraes"
1722,E-mail,Five9,"2021-07-31 00:00:00","2025-08-23 00:00:00","Gray Das Dores","Ayanna Das Chagas"
1723,E-mail,Five9,"2022-11-08 00:00:00","2025-03-17 00:00:00","Claudia dos Anjos","Hamish Moura"
1724,Chatbot,LiveChat,"2020-12-06 00:00:00","2025-01-17 00:00:00","Keith Queiroz","Chava Ramos"
1725,SMS,SproutSocial,"2022-04-11 00:00:00","2024-03-02 00:00:00","Phoebe de Souza","Jaquelyn Cabral"
1726,Chat,HootSuite,"2021-08-31 00:00:00","2023-10-06 00:00:00","Raven de Brito","Kyla de Assis"
1727,WhatsApp,Freshdesk,"2024-05-02 00:00:00","2025-02-09 00:00:00","John Abreu","Emmanuel de Brito"
1728,Chatbot,Zendesk,"2022-04-27 00:00:00","2025-02-21 00:00:00","Josephine dos Anjos","Micah Mota"
1729,Chat,HootSuite,"2020-12-30 00:00:00","2024-01-04 00:00:00","Debra Vieira","Jorden Moura"
1730,WhatsApp,Zendesk,"2020-09-18 00:00:00","2023-10-06 00:00:00","Martin Franco","Allistair Barros"
1731,Telefone,SproutSocial,"2021-06-04 00:00:00","2024-07-18 00:00:00","Kieran Mendes","Felicia Maia"
1732,Telegram,Five9,"2021-02-28 00:00:00","2025-07-30 00:00:00","Suki Correa","Tamekah Duarte"
1733,Chatbot,SalesforeceServiceNow,"2022-06-09 00:00:00","2025-07-29 00:00:00","Hilda Barbosa","Jaden da Cruz"
1734,Telegram,SproutSocial,"2020-08-18 00:00:00","2025-07-25 00:00:00","Vera Oliveira","Curran Rezende"
1735,SMS,LiveChat,"2023-04-24 00:00:00","2025-09-19 00:00:00","Bell Rosa","Jacob Leite"
1736,Telefone,Drift,"2021-10-20 00:00:00","2024-11-18 00:00:00","Hashim Ribeiro","Phillip Medeiros"
1737,RedesSociais,HootSuite,"2020-06-24 00:00:00","2024-04-15 00:00:00","Tiger Brito","Adena Mendonca"
1738,WhatsApp,LiveChat,"2024-03-15 00:00:00","2024-05-07 00:00:00","Ivory Candido","Dominique Carvalho"
1739,E-mail,SproutSocial,"2023-05-25 00:00:00","2024-06-13 00:00:00","Eric Matias","Francis Galdino"
1740,Telegram,SalesforeceServiceNow,"2022-05-18 00:00:00","2024-05-12 00:00:00","Gage de Paula","Alexa Rodrigues"
1741,Telegram,Zendesk,"2020-06-08 00:00:00","2024-12-06 00:00:00","Aphrodite Siqueira","August de Freitas"
1742,SMS,Freshdesk,"2023-05-18 00:00:00","2024-02-21 00:00:00","Jin Rocha","Stewart Silva"
1743,Chatbot,Intercom,"2021-05-12 00:00:00","2024-09-26 00:00:00","Rose Santos","Olga de Castro"
1744,RedesSociais,Freshdesk,"2023-05-16 00:00:00","2023-11-10 00:00:00","Aristotle Carneiro","Oscar de Castro"
1745,E-mail,Zendesk,"2020-04-25 00:00:00","2025-09-27 00:00:00","Barclay da Silva","Brynne do Carmo"
1746,App,Freshdesk,"2022-07-25 00:00:00","2025-09-27 00:00:00","Elmo Bento","Arthur Pacheco"
1747,E-mail,SproutSocial,"2022-12-07 00:00:00","2024-12-08 00:00:00","Chancellor da Rocha","Arsenio Freitas"
1748,E-mail,Drift,"2023-05-07 00:00:00","2024-06-22 00:00:00","Diana Evangelista","Magee de Freitas"
1749,Telefone,SproutSocial,"2020-03-24 00:00:00","2025-09-19 00:00:00","Ila Leal","Cedric Antunes"
1750,E-mail,Intercom,"2021-07-18 00:00:00","2024-02-04 00:00:00","Ulysses de Carvalho","Dennis de Paula"
1751,Chatbot,HootSuite,"2020-07-22 00:00:00","2024-09-06 00:00:00","Melissa Morais","Zia Moraes"
1752,Chat,Five9,"2020-04-10 00:00:00","2025-02-05 00:00:00","Jelani Santiago","Jescie Rezende"
1753,RedesSociais,Five9,"2020-03-04 00:00:00","2025-04-13 00:00:00","Tanya de Abreu","Kenneth da Silveira"
1754,Chatbot,HootSuite,"2024-07-07 00:00:00","2025-05-15 00:00:00","Desiree Campos","Caldwell Farias"
1755,SMS,LiveChat,"2021-07-19 00:00:00","2025-04-06 00:00:00","Isabella Pinheiro","Cyrus Cabral"
1756,Chatbot,HootSuite,"2021-06-30 00:00:00","2024-10-22 00:00:00","Noble Carneiro","Raphael de Jesus"
1757,Chatbot,Drift,"2020-07-02 00:00:00","2024-08-07 00:00:00","Vivien de Sousa","Hoyt Braga"
1758,Telefone,SalesforeceServiceNow,"2024-02-10 00:00:00","2025-05-28 00:00:00","Veda de Azevedo","Marny Azevedo"
1759,Telefone,HootSuite,"2024-01-05 00:00:00","2024-12-24 00:00:00","Rachel Duarte","Iris da Cruz"
1760,WhatsApp,Five9,"2021-12-30 00:00:00","2024-05-13 00:00:00","Lillian de Moraes","Basil Matias"
1761,E-mail,Freshdesk,"2023-06-22 00:00:00","2023-11-04 00:00:00","Addison Cunha","Walter Braga"
1762,Chat,Zendesk,"2023-12-28 00:00:00","2025-03-22 00:00:00","Leroy Mota","Maryam Pereira"
1763,WhatsApp,LiveChat,"2024-02-13 00:00:00","2023-11-12 00:00:00","Madeson de Jesus","Fletcher Batista"
1764,Telegram,Freshdesk,"2020-01-29 00:00:00","2023-11-08 00:00:00","Amethyst de Lima","Yeo Menezes"
1765,App,LiveChat,"2023-08-05 00:00:00","2024-07-24 00:00:00","Linda Felix","Nayda Galdino"
1766,RedesSociais,Zendesk,"2022-12-13 00:00:00","2025-07-13 00:00:00","Merrill Almeida","Cedric Abreu"
1767,Telefone,Ticketing,"2022-04-02 00:00:00","2025-02-24 00:00:00","Vladimir Maciel","Athena Sales"
1768,Telefone,Intercom,"2024-03-17 00:00:00","2025-03-15 00:00:00","Matthew Cunha","Hop de Santana"
1769,E-mail,Zendesk,"2021-04-27 00:00:00","2024-06-14 00:00:00","Bertha de Jesus","Erasmus Cruz"
1770,SMS,Five9,"2021-10-05 00:00:00","2024-02-29 00:00:00","Orli de Paula","Kasimir Braga"
1771,Chatbot,SproutSocial,"2023-08-14 00:00:00","2024-07-26 00:00:00","Troy Domingos","Cole Das Chagas"
1772,App,LiveChat,"2020-05-10 00:00:00","2025-06-12 00:00:00","Orli Chaves","Penelope Cruz"
1773,WhatsApp,Zendesk,"2021-12-26 00:00:00","2024-12-27 00:00:00","Lani Inacio","Keith Guimaraes"
1774,E-mail,Zendesk,"2021-04-14 00:00:00","2025-08-12 00:00:00","Charde de Souza","Cameron Dantas"
1775,SMS,Intercom,"2023-12-05 00:00:00","2024-01-17 00:00:00","Driscoll Monteiro","Malik Martins"
1776,RedesSociais,Ticketing,"2021-08-17 00:00:00","2025-04-16 00:00:00","Alexis Domingues","Reed Cordeiro"
1777,WhatsApp,LiveChat,"2020-07-02 00:00:00","2024-06-08 00:00:00","Winifred Gonzaga","Martha Almeida"
1778,Telefone,Ticketing,"2022-11-26 00:00:00","2024-07-28 00:00:00","Geraldine Das Neves","Thaddeus Henrique"
1779,Telegram,Zendesk,"2022-02-03 00:00:00","2024-01-25 00:00:00","Akeem Gonçalves","Honorato Mota"
1780,Chat,Freshdesk,"2024-03-08 00:00:00","2024-10-18 00:00:00","Portia de Jesus","Sybil Cardoso"
